date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:19:21	156/156	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/menu_kategoria_1.png	derpal.com.pl/site_media/images/site/menu_kategoria_1.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:21	170/170	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/menu_kategoria_3.png	derpal.com.pl/site_media/images/site/menu_kategoria_3.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:23	171/171	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202013%2012:16:16%20GMT	http://derpal.com.pl/site_media/images/site/arrow-b.png	derpal.com.pl/site_media/images/site/arrow-b.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:23	121/121	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/arrow_down_white.png	derpal.com.pl/site_media/images/site/arrow_down_white.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:25	192/192	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/send_button.png	derpal.com.pl/site_media/images/site/send_button.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:25	239/239	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/tab_bg.png	derpal.com.pl/site_media/images/site/tab_bg.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:27	147/147	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/breadcrumbs_arrow.png	derpal.com.pl/site_media/images/site/breadcrumbs_arrow.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:27	948/948	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/arrows_galeria_left.png	derpal.com.pl/site_media/images/site/arrows_galeria_left.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:29	965/965	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/arrows_galeria_right.png	derpal.com.pl/site_media/images/site/arrows_galeria_right.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:29	702/702	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/cien_footer-down.png	derpal.com.pl/site_media/images/site/cien_footer-down.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:31	1281/1281	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/pdf_ikona-duza.png	derpal.com.pl/site_media/images/site/pdf_ikona-duza.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:31	1567/1567	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Feb%202013%2014:26:35%20GMT	http://derpal.com.pl/site_media/images/site/xls_ikona.png	derpal.com.pl/site_media/images/site/xls_ikona.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:33	162/162	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202013%2012:16:16%20GMT	http://derpal.com.pl/site_media/images/site/arrows_files.png	derpal.com.pl/site_media/images/site/arrows_files.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:33	211/211	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Feb%202013%2012:56:08%20GMT	http://derpal.com.pl/site_media/images/site/lang_arrow.png	derpal.com.pl/site_media/images/site/lang_arrow.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:35	625/625	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Feb%202016%2011:33:08%20GMT	http://derpal.com.pl/site_media/images/site/cien.png	derpal.com.pl/site_media/images/site/cien.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:35	1683/1683	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Feb%202016%2011:33:08%20GMT	http://derpal.com.pl/site_media/images/site/pdf_ikona2.png	derpal.com.pl/site_media/images/site/pdf_ikona2.png	(from http://derpal.com.pl/site_media/css/screen.css)
21:19:39	2237/2237	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Mon,%2016%20Aug%202021%2021:19:36%20GMT	http://derpal.com.pl/pl/kontakt/dane-firmowe/kontakt-kontakt/0,-1,6,14	derpal.com.pl/pl/kontakt/dane-firmowe/kontakt-kontakt/0,-1,6,14	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:19:42	27629/27629	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202013%2014:21:51%20GMT	http://derpal.com.pl/site_media/storage/images/2013-03/podstrona05703268.jpg	derpal.com.pl/site_media/storage/images/2013-03/podstrona05703268.jpg	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:19:43	2339/2339	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20Feb%202013%2014:26:30%20GMT	http://derpal.com.pl/site_media/external/colorbox/colorbox.css	derpal.com.pl/site_media/external/colorbox/colorbox.css	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:19:45	0/0	---MC-	302	error ('FOUND')	text/html	date:Mon,%2016%20Aug%202021%2021:19:43%20GMT	http://derpal.com.pl/pl/o-firmie/o-firmie-historia-firmy/0,-2v,1,2	derpal.com.pl/pl/o-firmie/o-firmie-historia-firmy/0,-2v,1,2	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:19:45	9817/9817	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2014%20Feb%202013%2014:26:30%20GMT	http://derpal.com.pl/site_media/external/colorbox/jquery.colorbox-min.js	derpal.com.pl/site_media/external/colorbox/jquery.colorbox-min.js	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:22:54	1714034/1714034	---M--	200	added ('OK')	application/pdf	date:Fri,%2011%20Jun%202021%2007:46:12%20GMT	http://derpal.com.pl/site_media/storage/files/2021-06/derpal_ulotka-2021_eco__110621.pdf	derpal.com.pl/site_media/storage/files/2021-06/derpal_ulotka-2021_eco__110621.pdf	(from http://derpal.com.pl/)
21:23:00	1180874/1180874	---M--	200	added ('OK')	application/pdf	date:Thu,%2005%20Jun%202014%2013:00:14%20GMT	http://derpal.com.pl/site_media/storage/files/2014-06/derpal_zamowienie_01449501.pdf	derpal.com.pl/site_media/storage/files/2014-06/derpal_zamowienie_01449501.pdf	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:23:45	292543/292543	---M--	200	added ('OK')	application/pdf	date:Fri,%2029%20Nov%202019%2006:17:01%20GMT	http://derpal.com.pl/site_media/storage/files/2019-11/derpal-karta-gwarancyjna.pdf	derpal.com.pl/site_media/storage/files/2019-11/derpal-karta-gwarancyjna.pdf	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:23:47	0/0	---MC-	302	error ('FOUND')	text/html	date:Mon,%2016%20Aug%202021%2021:23:45%20GMT	http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1	derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1.57.delayed	(from http://derpal.com.pl/pl/polityka-prywatnosci-serwisu-derpalcompl/0,-5a,1)
21:23:51	19729/19729	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2021:23:47%20GMT	http://derpal.com.pl/pl/o-firmie-historia-firmy/0,-2v,1	derpal.com.pl/pl/o-firmie-historia-firmy/0,-2v,1.html	(from http://derpal.com.pl/pl/o-firmie-historia-firmy/0,-2v,1,2)
21:24:06	80331/80331	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202013%2014:14:56%20GMT	http://derpal.com.pl/site_media/storage/images/2013-03/firma_600.jpg	derpal.com.pl/site_media/storage/images/2013-03/firma_600.jpg	(from http://derpal.com.pl/pl/o-firmie-historia-firmy/0,-2v,1,2)
21:24:12	22522/22522	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202013%2014:16:48%20GMT	http://derpal.com.pl/site_media/storage/images/2013-03/firma_600.jpg.185x185_q85_crop.jpg	derpal.com.pl/site_media/storage/images/2013-03/firma_600.jpg.185x185_q85_crop.jpg	(from http://derpal.com.pl/pl/o-firmie-historia-firmy/0,-2v,1,2)
21:24:29	85585/85585	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202013%2014:11:28%20GMT	http://derpal.com.pl/site_media/storage/images/2013-03/02_600.jpg	derpal.com.pl/site_media/storage/images/2013-03/02_600.jpg	(from http://derpal.com.pl/pl/o-firmie-historia-firmy/0,-2v,1,2)
